Info					LAZARUS							OFFICIAL							CHANGES																LEVEL - UP MOVES																											EGG MOVES																	TM/HM MOVES																																						MOVE TUTOR MOVES																								POKEDEX STATS							
Name	Nat #	#	Type		HP	ATK	DEF	SPA	SPD	SPE	BST	HP	ATK	DEF	SPA	SPD	SPE	BST	HP	ATK	DEF	SPA	SPD	SPE	BST	Ability 1	Ability 2	Hidden Ability	Evolution	Item 1 - 50%	Item 2 - 5%	Location	Egg Groups		Move 1	Move 2	Move 3	Move 4	Move 5	Move 6	Move 7	Move 8	Move 9	Move 10	Move 11	Move 12	Move 13	Move 14	Move 15	Move 16	Move 17	Move 18	Move 19	Move 20	Move 21	Move 22	Move 23	Move 23	Move 24	Move 25	Move 26	Move 1	Move 2	Move 3	Move 4	Move 5	Move 6	Move 7	Move 8	Move 9	Move 10	Move 11	Move 12	Move 13	Move 14	Move 15	Move 16	Move 17	Move 1	Move 2	Move 3	Move 4	Move 5	Move 6	Move 7	Move 8	Move 9	Move 10	Move 11	Move 12	Move 13	Move 14	Move 15	Move 16	Move 17	Move 18	Move 19	Move 20	Move 21	Move 22	Move 23	Move 24	Move 25	Move 26	Move 27	Move 28	Move 29	Move 30	Move 31	Move 32	Move 33	Move 34	Move 35	Move 36	Move 37	Move 38	Move 1	Move 2	Move 3	Move 4	Move 5	Move 6	Move 7	Move 8	Move 9	Move 10	Move 11	Move 12	Move 13	Move 14	Move 15	Move 16	Move 17	Move 18	Move 19	Move 20	Move 21	Move 22	Move 23	Sprite #	EV Yield	Height (m)	Weight (kg)	Base Exp.	Catch Rate	Egg Cycles	Base Friendship	Growth Rate
Mega Ribombee	743	70	Bug	Fairy	60	60	65	145	95	139	564							0	60	60	65	145	95	139	564	Fairy Aura			Ribombite			Ribombee (form)	Bug	Fairy	Evo, Pollen Puff	1, Absorb	4, Fairy Wind	7, Stun Spore	10, Struggle Bug	13, Silver Wind	16, Draining Kiss	21, Sweet Scent	27, Bug Buzz	29, U-Turn	31, Dazzling Gleam	34, Aromatherapy	38, Syrup Bomb	43, Quiver Dance	46, Petal Blizzard	50, Moonblast												Baton Pass	Skill Swap	Speed Swap	Bestow	Moonblast	Powder	Sticky Web											TM04 - Calm Mind	TM06 - Toxic	TM11 - Sunny Day	TM15 - Draining Kiss	TM16 - Light Screen	TM17 - Protect	TM22 - Solar Beam	TM29 - Psychic	TM32 - Double Team	TM33 - Reflect	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM48 - Skill Swap	TM54 - Dazzling Gleam	TM57 - Roost																					Dream Eater	Endure	Psych Up	Sleep Talk	Snore	Swagger	Swift																	743M	2 Spe	0.2	0.5	162	75	20	50	Medium Fast
Mega Gardevoir	282	81	Psychic	Fairy	68	85	65	165	135	100	618	68	85	65	165	135	100	618	0	0	0	0	0	0	0	Pixilate			Gardevoirite			Gardevoir (form)	Human-Like	Amorphous	1, Moonblast	1, Stored Power	1, Misty Terrain	1, Healing Wish	1, Growl	4, Confusion	6, Double Team	9, Teleport	11, Disarming Voice	14, Wish	17, Magical Leaf	19, Heal Pulse	23, Draining Kiss	26, Calm Mind	31, Psychic	35, Imprison	40, Future Sight	44, Captivate	49, Hypnosis	53, Dream Eater	58, Stored Power	62, Moonblast						Disable	Mean Look	Memento	Destiny Bond	Grudge	Shadow Sneak	Confuse Ray	Encore	Synchronoise	Skill Swap	Misty Terrain	Ally Switch						TM01 - Wish	TM04 - Calm Mind	TM05 - Psyshock	TM06 - Toxic	TM11 - Sunny Day	TM12 - Taunt	TM13 - Ice Beam	TM15 - Draining Kiss	TM16 - Light Screen	TM17 - Protect	TM18 - Rain Dance	TM24 - Thunderbolt	TM29 - Psychic	TM30 - Shadow Ball	TM32 - Double Team	TM33 - Reflect	TM34 - Shock Wave	TM41 - Torment	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM48 - Skill Swap	TM51 - Will-O-Wisp	TM54 - Dazzling Gleam	TM58 - Thunder Wave	HM05 - Flash												Body Slam	Defense Curl	Double-Edge	Dream Eater	Endure	Fire Punch	Ice Punch	Icy Wind	Mega Kick	Mega Punch	Metronome	Mud-Slap	Psych Up	Sleep Talk	Snore	Swagger	Swift	Thunder Punch						282M	3 Sp. Atk	1.6	48.4	278	45	20	35	Slow
Mega Gallade	475	82	Psychic	Fighting	68	165	95	65	115	110	618	68	165	95	65	115	110	618	0	0	0	0	0	0	0	Inner Focus			Galladite			Gallade (form)	Human-Like	Amorphous	Evo, Sky Uppercut	1, Slash	1, Stored Power	1, Close Combat	1, Leaf Blade	1, Night Slash	1, Leer	4, Confusion	6, Double Team	9, Teleport	11, Quick Guard	14, Fury Cutter	17, Aerial Ace	19, Heal Pulse	23, Wide Guard	26, Swords Dance	31, Psycho Cut	35, Helping Hand	40, Feint	44, False Swipe	49, Protect	53, Close Combat	58, Stored Power					Disable	Mean Look	Memento	Destiny Bond	Grudge	Shadow Sneak	Confuse Ray	Encore	Synchronoise	Skill Swap	Misty Terrain	Ally Switch						TM04 - Calm Mind	TM05 - Psyshock	TM06 - Toxic	TM08 - Bulk Up	TM11 - Sunny Day	TM12 - Taunt	TM13 - Ice Beam	TM15 - Draining Kiss	TM16 - Light Screen	TM17 - Protect	TM18 - Rain Dance	TM20 - Poison Jab	TM23 - Hex	TM24 - Thunderbolt	TM26 - Earthquake	TM29 - Psychic	TM30 - Shadow Ball	TM31 - Brick Break	TM32 - Double Team	TM33 - Reflect	TM34 - Shock Wave	TM39 - Rock Tomb	TM40 - Aerial Ace	TM41 - Torment	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM48 - Skill Swap	TM49 - Bulldoze	TM51 - Will-O-Wisp	TM53 - Power-Up Punch	TM54 - Dazzling Gleam	TM58 - Thunder Wave	HM01 - Cut	HM04 - Strength	HM05 - Flash	HM06 - Rock Smash	Body Slam	Dream Eater	Endure	Fire Punch	Fury Cutter	Ice Punch	Icy Wind	Mega Kick	Mega Punch	Metronome	Mud-Slap	Psych Up	Rock Slide	Sleep Talk	Snore	Swagger	Swift	Swords Dance	Thunder Punch					475M	3 Atk	1.6	56.4	278	45	20	35	Slow
Mega Gogoat	673	93	Grass	Ground	133	134	97	127	91	64	646							0	133	134	97	127	91	64	646	Stamina			Gogoatite			Gogoat (form)	Field	Field	Evo, Aerial Ace	1, Earthquake	1, Tackle	1, Growth	7, Vine Whip	9, Tail Whip	12, Leech Seed	13, Razor Leaf	16, Worry Seed	20, Synthesis	22, Stomp	26, Bulldoze	30, Seed Bomb	34, Bulk Up	38, Double-Edge	42, Horn Leech	45, Leaf Blade	50, Milk Drink	53, Rock Slide	57, Megahorn								Defense Curl	Rollout	Milk Drink	Grassy Terrain														TM06 - Toxic	TM08 - Bulk Up	TM09 - Bullet Seed	TM11 - Sunny Day	TM17 - Protect	TM18 - Rain Dance	TM19 - Giga Drain	TM22 - Solar Beam	TM26 - Earthquake	TM28 - Dig	TM31 - Brick Break	TM32 - Double Team	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM49 - Bulldoze	HM03 - Surf	HM04 - Strength	HM06 - Rock Smash																			Body Slam	Defense Curl	Double-Edge	Endure	Mud-Slap	Rock Slide	Rollout	Sleep Talk	Snore	Swagger														673M	2 HP	1.7	91.0	186	45	20	50	Medium Fast
Mega Mawile	303	104	Steel	Fairy	55	105	135	60	105	55	515	50	105	125	55	95	50	480	5	0	10	5	10	5	35	Huge Power			Mawilite		Iron Ball	Mawile (form)	Field	Fairy	1, Play Rough	1, Iron Head	1, Taunt	1, Growl	1, Fairy Wind	1, Astonish	5, Fake Tears	9, Bite	13, Metal Claw	16, Vise Grip	20, Covet	21, Feint Attack	25, Baton Pass	27, Thunder Fang	27, Fire Fang	27, Ice Fang	29, Crunch	33, Iron Defense	37, Sucker Punch	41, Stockpile	41, Swallow	41, Spit Up	45, Iron Head	49, Play Rough				Poison Fang	Ancient Power	Tickle	Sucker Punch	Ice Fang	Fire Fang	Thunder Fang	Punishment	Guard Swap	Captivate	Slam	Metal Burst	Misty Terrain	Seismic Toss	Power-Up Punch			TM06 - Toxic	TM11 - Sunny Day	TM12 - Taunt	TM13 - Ice Beam	TM15 - Draining Kiss	TM17 - Protect	TM18 - Rain Dance	TM22 - Solar Beam	TM30 - Shadow Ball	TM31 - Brick Break	TM32 - Double Team	TM35 - Flamethrower	TM36 - Sludge Bomb	TM37 - Sandstorm	TM38 - Fire Blast	TM39 - Rock Tomb	TM41 - Torment	TM42 - Facade	TM43 - Poison Fang	TM44 - Rest	TM45 - Attract	TM53 - Power-Up Punch	TM59 - Dark Pulse	HM04 - Strength	HM06 - Rock Smash														Body Slam	Counter	Double-Edge	Dynamic Punch	Endure	Ice Punch	Icy Wind	Mega Kick	Mega Punch	Mud-Slap	Psych Up	Rock Slide	Seismic Toss	Sleep Talk	Snore	Swagger	Swords Dance	Thunder Punch						303M	1 Atk, 1 Def	1.0	23.5	168	45	20	50	Fast
Mega Mandibuzz	630	108	Dark	Flying	115	115	145	35	125	75	610							0	115	115	145	35	125	75	610	Scavenger			Mandibite			Mandibuzz (form)	Flying	Flying	Evo, Bone Rush	1, Bonemerang	1, Mirror Move	1, Brave Bird	1, Whirlwind	1, Gust	1, Leer	5, Pursuit	10, Pluck	14, Work Up	19, Flatter	23, Feint Attack	25, Bone Club	28, U-Turn	32, Defog	37, Tailwind	39, Shadow Bone	41, Drill Peck	46, False Surrender	50, Leech Life	52, Embargo	55, Whirlwind	59, Brave Bird	64, Mirror Move				Steel Wing	Mean Look	Roost	Scary Face	Knock Off	Fake Tears	Foul Play											TM06 - Toxic	TM11 - Sunny Day	TM12 - Taunt	TM17 - Protect	TM18 - Rain Dance	TM30 - Shadow Ball	TM32 - Double Team	TM37 - Sandstorm	TM39 - Rock Tomb	TM40 - Aerial Ace	TM41 - Torment	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM47 - Steel Wing	TM55 - Snarl	TM57 - Roost	TM59 - Dark Pulse	HM01 - Cut	HM02 - Fly	HM06 - Rock Smash																	Double-Edge	Endure	Psych Up	Sleep Talk	Snore	Swagger	Swift																	630M	2 Atk	1.2	39.5	179	60	20	50	Slow
Mega Aggron	306	113	Steel		70	140	230	60	80	50	630	70	140	230	60	80	50	630	0	0	0	0	0	0	0	Filter			Aggronite		Hard Stone	Aggron (form)	Monster	Monster	1, Tackle	1, Harden	4, Mud-Slap	7, Headbutt	10, Metal Claw	13, Rock Tomb	16, Protect	19, Roar	21, Magnitude	22, Iron Head	25, Rock Slide	28, Take Down	30, Stomping Tantrum	32, Breaking Swipe	35, Iron Tail	37, Salt Cure	39, Iron Defense	39, Body Press	43, Dragon Claw	47, Dragon Dance	51, Heavy Slam	55, Metal Burst						Endeavor	Body Slam	Stomp	Smelling Salts	Curse	Screech	Iron Head	Dragon Rush	Head Smash	Superpower	Stealth Rock	Reversal						TM02 - Dragon Claw	TM03 - Water Pulse	TM06 - Toxic	TM07 - Whirlpool	TM11 - Sunny Day	TM12 - Taunt	TM13 - Ice Beam	TM14 - Blizzard	TM17 - Protect	TM18 - Rain Dance	TM22 - Solar Beam	TM24 - Thunderbolt	TM25 - Thunder	TM26 - Earthquake	TM28 - Dig	TM31 - Brick Break	TM32 - Double Team	TM34 - Shock Wave	TM35 - Flamethrower	TM37 - Sandstorm	TM38 - Fire Blast	TM39 - Rock Tomb	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM49 - Bulldoze	TM53 - Power-Up Punch	TM58 - Thunder Wave	TM59 - Dark Pulse	HM01 - Cut	HM03 - Surf	HM04 - Strength	HM06 - Rock Smash					Body Slam	Counter	Defense Curl	Double-Edge	Dynamic Punch	Endure	Fire Punch	Fury Cutter	Ice Punch	Icy Wind	Mega Kick	Mega Punch	Mud-Slap	Rock Slide	Rollout	Seismic Toss	Sleep Talk	Snore	Swagger	Thunder Punch				306M	3 Def	2.2	395.0	284	45	35	35	Slow
Mega Heracross	214	126	Bug	Fighting	80	185	125	40	115	75	620	80	185	115	40	105	75	600	0	0	10	0	10	0	20	Skill Link			Heracronite			Heracross (form)	Bug	Bug	1, Bullet Seed	1, Night Slash	1, Tackle	1, Leer	1, Horn Attack	1, Endure	7, Feint	10, Aerial Ace	14, Arm Thrust	16, Chip Away	19, Counter	23, Fury Attack	26, Brick Break	30, Ceaseless Edge	31, X-Scissor	34, Megahorn	37, Headlong Rush	43, Close Combat	46, No Retreat	46, Reversal	50, First Impression							Harden	Bide	Flail	Revenge	Pursuit	Double-Edge	Seismic Toss	Focus Punch	Megahorn	Rock Blast								TM04 - Calm Mind	TM06 - Toxic	TM08 - Bulk Up	TM09 - Bullet Seed	TM11 - Sunny Day	TM17 - Protect	TM18 - Rain Dance	TM26 - Earthquake	TM28 - Dig	TM31 - Brick Break	TM32 - Double Team	TM39 - Rock Tomb	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM49 - Bulldoze	HM01 - Cut	HM04 - Strength	HM06 - Rock Smash																		Body Slam	Counter	Double-Edge	Endure	Fury Cutter	Rock Slide	Seismic Toss	Sleep Talk	Snore	Swagger	Swords Dance													214M	2 Atk	1.7	62.5	210	45	25	50	Slow
Mega Banette	354	128	Ghost	Dark	74	165	75	93	83	75	565	64	165	75	93	83	75	555	10	0	0	0	0	0	10	Prankster			Banettite		Spell Tag	Banette (form)	Amorphous	Amorphous	Evo, Darkest Lariat	1, Phantom Force	1, Knock Off	4, Screech	7, Night Shade	10, Spite	13, Shadow Sneak	16, Will-O-Wisp	19, Feint Attack	21, Headbutt	22, Hex	26, Curse	28, Glare	30, Shadow Ball	34, Embargo	36, Body Slam	38, Sucker Punch	40, Rage Fist	42, Snatch	46, Grudge	50, Trick	52, Bitter Blade	54, Phantom Force					Disable	Destiny Bond	Foresight	Astonish	Imprison	Pursuit	Shadow Sneak	Confuse Ray	Ominous Wind	Gunk Shot	Phantom Force							TM04 - Calm Mind	TM06 - Toxic	TM11 - Sunny Day	TM12 - Taunt	TM17 - Protect	TM18 - Rain Dance	TM23 - Hex	TM24 - Thunderbolt	TM25 - Thunder	TM29 - Psychic	TM30 - Shadow Ball	TM32 - Double Team	TM34 - Shock Wave	TM41 - Torment	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM48 - Skill Swap	TM51 - Will-O-Wisp	TM54 - Dazzling Gleam	TM58 - Thunder Wave	TM59 - Dark Pulse	HM05 - Flash															Body Slam	Double-Edge	Dream Eater	Endure	Icy Wind	Metronome	Mud-Slap	Psych Up	Sleep Talk	Snore	Swagger	Swords Dance												354M	2 Atk	1.2	13.0	194	45	25	35	Fast
Mega Noctowl	164	142	Ghost	Flying	100	70	80	121	141	45	557							0	100	70	80	121	141	45	557	Analytic			Noctowlite			Noctowl (form)	Flying	Flying	Evo, Hex	1, Dream Eater	1, Sky Attack	1, Tackle	1, Growl	1, Foresight	4, Hypnosis	7, Peck	10, Confusion	13, Echoed Voice	16, Night Shade	19, Psycho Shift	23, Psybeam	27, Relic Song	30, Extrasensory	32, Reflect	35, Air Slash	38, Bitter Malice	41, Uproar	43, Roost	47, Moonblast	51, Synchronoise	55, Dream Eater					Mirror Move	Supersonic	Feint Attack	Wing Attack	Whirlwind	Sky Attack	Feather Dance	Agility	Night Shade	Defog	Mean Look	Hurricane						TM04 - Calm Mind	TM06 - Toxic	TM11 - Sunny Day	TM17 - Protect	TM18 - Rain Dance	TM23 - Hex	TM29 - Psychic	TM30 - Shadow Ball	TM32 - Double Team	TM33 - Reflect	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM47 - Steel Wing	TM48 - Skill Swap	TM50 - Deepwater Curse	TM51 - Will-O-Wisp	TM57 - Roost	HM02 - Fly	HM05 - Flash																	Body Slam	Double-Edge	Dream Eater	Endure	Mud-Slap	Psych Up	Sleep Talk	Snore	Swagger	Swift														164M	2 HP	1.6	40.8	158	90	15	50	Medium Fast
Mega Gengar	94	157	Ghost	Poison	60	65	80	170	95	130	600	60	65	80	170	95	130	600	0	0	0	0	0	0	0	Shadow Tag			Gengarite			Gengar (form)	Amorphous	Amorphous	Evo, Shadow Punch	1, Hypnosis	1, Lick	5, Spite	8, Mean Look	12, Curse	15, Night Shade	17, Sludge	19, Confuse Ray	22, Sucker Punch	26, Payback	29, Shadow Ball	33, Sludge Bomb	36, Dream Eater	39, Dark Pulse	41, Destiny Bond	45, Hex	49, Nightmare										Psywave	Perish Song	Haze	Astonish	Grudge	Fire Punch	Ice Punch	Thunder Punch	Disable	Scary Face	Clear Smog	Smog	Reflect Type					TM06 - Toxic	TM11 - Sunny Day	TM12 - Taunt	TM17 - Protect	TM18 - Rain Dance	TM19 - Giga Drain	TM20 - Poison Jab	TM21 - Acid Spray	TM23 - Hex	TM24 - Thunderbolt	TM25 - Thunder	TM29 - Psychic	TM30 - Shadow Ball	TM31 - Brick Break	TM32 - Double Team	TM36 - Sludge Bomb	TM41 - Torment	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM48 - Skill Swap	TM51 - Will-O-Wisp	TM53 - Power-Up Punch	TM54 - Dazzling Gleam	TM58 - Thunder Wave	TM59 - Dark Pulse	HM04 - Strength	HM06 - Rock Smash										Body Slam	Counter	Double-Edge	Dream Eater	Dynamic Punch	Endure	Explosion	Fire Punch	Ice Punch	Icy Wind	Mega Kick	Mega Punch	Metronome	Psych Up	Seismic Toss	Sleep Talk	Snore	Swagger	Thunder Punch					94M	3 Sp. Atk	1.4	40.5	270	45	20	50	Medium Slow
Mega Houndoom	229	170	Dark	Fire	75	95	90	140	90	115	605	75	90	90	140	90	115	600	0	5	0	0	0	0	5	Solar Power			Houndoominite			Houndoom (form)	Field	Field	Evo, Snarl	1, Inferno	1, Thunder Fang	1, Leer	1, Ember	4, Howl	8, Smog	13, Roar	16, Bite	18, Pounce	20, Odor Sleuth	24, Fire Fang	26, Work Up	28, Beat Up	32, Crunch	36, Embargo	39, Flamethrower	42, Foul Play	45, Dark Pulse	46, Nasty Plot	56, Inferno							Fire Spin	Rage	Pursuit	Counter	Spite	Reversal	Beat Up	Fire Fang	Thunder Fang	Nasty Plot	Punishment	Feint	Sucker Punch	Destiny Bond				TM06 - Toxic	TM11 - Sunny Day	TM12 - Taunt	TM17 - Protect	TM18 - Rain Dance	TM22 - Solar Beam	TM30 - Shadow Ball	TM32 - Double Team	TM35 - Flamethrower	TM36 - Sludge Bomb	TM38 - Fire Blast	TM41 - Torment	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM51 - Will-O-Wisp	TM55 - Snarl	TM59 - Dark Pulse	HM04 - Strength	HM06 - Rock Smash																		Body Slam	Counter	Double-Edge	Dream Eater	Endure	Mud-Slap	Sleep Talk	Snore	Swagger	Swift														229M	2 Sp. Atk	1.9	49.5	210	45	20	35	Slow
Mega Steelix	208	180	Steel	Ground	75	125	230	55	95	30	610	75	125	230	55	95	30	610	0	0	0	0	0	0	0	Sand Force			Steelixite		Metal Coat	Steelix (form)	Mineral	Mineral	Evo, Iron Head	1, Thunder Fang	1, Ice Fang	1, Fire Fang	1, Mud Sport	1, Tackle	1, Harden	1, Bind	4, Curse	7, Rock Throw	10, Rock Tomb	13, Rage	16, Stealth Rock	19, Autotomize	20, Gyro Ball	22, Smack Down	25, Dragon Breath	28, Slam	31, Screech	34, Rock Slide	37, Crunch	40, Iron Tail	43, Dig	46, Stone Edge	49, Double-Edge	52, Sandstorm		Flail	Block	Defense Curl	Rollout	Rock Blast	Rock Climb	Heavy Slam	Stealth Rock	Rototiller	Wide Guard								TM06 - Toxic	TM11 - Sunny Day	TM12 - Taunt	TM17 - Protect	TM26 - Earthquake	TM28 - Dig	TM32 - Double Team	TM37 - Sandstorm	TM39 - Rock Tomb	TM41 - Torment	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM49 - Bulldoze	TM59 - Dark Pulse	TM60 - Dragon Dance	HM01 - Cut	HM04 - Strength	HM06 - Rock Smash																				Body Slam	Defense Curl	Double-Edge	Endure	Explosion	Mud-Slap	Psych Up	Rock Slide	Rollout	Sleep Talk	Snore	Swagger												208M	2 Def	10.5	740.0	214	25	25	50	Medium Fast
Mega Wyrdeer	899	185	Normal	Psychic	103	120	97	140	115	50	625							0	103	120	97	140	115	50	625	Fur Coat			Wyrdeerite			Wyrdeer (form)	Field	Field	1, Me First	1, Tackle	3, Leer	7, Astonish	10, Hypnosis	13, Stomp	16, Sand Attack	21, Take Down	23, Confuse Ray	27, Calm Mind	30, Psyshield Bash	33, Role Play	36, Horn Leech	38, Psychic	43, Jump Kick	49, Imprison	50, Captivate	55, Me First										Spite	Disable	Bite	Extrasensory	Thrash	Double Kick	Zen Headbutt	Megahorn	Mud Sport	Rage	Me First							TM04 - Calm Mind	TM05 - Psyshock	TM11 - Sunny Day	TM16 - Light Screen	TM17 - Protect	TM18 - Rain Dance	TM22 - Solar Beam	TM24 - Thunderbolt	TM25 - Thunder	TM26 - Earthquake	TM28 - Dig	TM29 - Psychic	TM30 - Shadow Ball	TM33 - Reflect	TM42 - Facade	TM44 - Rest	TM46 - Thief	TM48 - Skill Swap	TM49 - Bulldoze	TM58 - Thunder Wave																			Body Slam	Double-Edge	Endure	Psych Up	Sleep Talk	Swift																		899M	1 Atk, 1 Sp. Atk	1.8	95.1	263	45	20	50	Slow
Mega Glalie	362	187	Ice		90	120	100	120	90	100	620	80	120	80	120	80	100	580	10	0	20	0	10	0	40	Refrigerate			Glalitite			Glalie (form)	Fairy	Mineral	Evo, Freeze-Dry	1, Deepwater Curse	1, Sheer Cold	1, Powder Snow	1, Leer	5, Double Team	10, Ice Shard	14, Icy Wind	19, Bite	23, Ice Fang	28, Headbutt	32, Protect	35, Rock Slide	37, Frost Breath	41, Crunch	45, Avalanche	48, Blizzard	54, Hail	61, Sheer Cold									Block	Spikes	Rollout	Disable	Bide	Weather Ball	Avalanche	Hex	Fake Tears	Switcheroo								TM03 - Water Pulse	TM06 - Toxic	TM12 - Taunt	TM13 - Ice Beam	TM14 - Blizzard	TM16 - Light Screen	TM17 - Protect	TM18 - Rain Dance	TM23 - Hex	TM26 - Earthquake	TM30 - Shadow Ball	TM32 - Double Team	TM41 - Torment	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM49 - Bulldoze	TM50 - Deepwater Curse	TM52 - Frost Breath	TM59 - Dark Pulse	HM05 - Flash																		Body Slam	Defense Curl	Double-Edge	Endure	Explosion	Icy Wind	Rollout	Sleep Talk	Snore	Swagger														362M	2 HP	2.1	350.2	203	75	20	50	Medium Fast
Mega Froslass	478	188	Ice	Ghost	80	80	75	140	101	144	620	70	80	70	140	100	120	580	10	0	5	0	1	24	40	Intimidate			Froslassite			Froslass (form)	Fairy	Mineral	Evo, Ominous Wind	1, Deepwater Curse	1, Destiny Bond	1, Powder Snow	1, Leer	5, Double Team	10, Ice Shard	14, Icy Wind	19, Astonish	23, Draining Kiss	25, Aurora Beam	26, Shadow Claw	28, Will-O-Wisp	32, Confuse Ray	35, Infernal Parade	37, Wake-Up Slap	41, Captivate	42, Shadow Ball	44, Ice Beam	48, Blizzard	50, Energy Ball	54, Hail	61, Destiny Bond					Block	Spikes	Rollout	Disable	Bide	Weather Ball	Avalanche	Hex	Fake Tears	Switcheroo								TM03 - Water Pulse	TM06 - Toxic	TM12 - Taunt	TM13 - Ice Beam	TM14 - Blizzard	TM15 - Draining Kiss	TM16 - Light Screen	TM17 - Protect	TM18 - Rain Dance	TM23 - Hex	TM24 - Thunderbolt	TM25 - Thunder	TM29 - Psychic	TM30 - Shadow Ball	TM32 - Double Team	TM33 - Reflect	TM34 - Shock Wave	TM41 - Torment	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM50 - Deepwater Curse	TM51 - Will-O-Wisp	TM52 - Frost Breath	TM58 - Thunder Wave	HM05 - Flash													Body Slam	Dream Eater	Endure	Ice Punch	Icy Wind	Mud-Slap	Psych Up	Rollout	Sleep Talk	Snore	Swagger													478M	2 Spe	1.3	26.6	268	75	20	50	Medium Fast
Mega Copperajah	879	197	Steel	Normal	122	150	109	85	89	45	600							0	122	150	109	85	89	45	600	Super Luck			Copperajite		Lagging Tail	Copperajah (form)	Field	Mineral	Evo, Heavy Slam	1, Body Press	1, Tackle	1, Growl	5, Rollout	10, Rock Smash	13, Water Gun	16, Bulldoze	20, Stomp	23, Iron Defense	27, Body Slam	30, Dig	34, Strength	38, Iron Head	42, Play Rough	45, Liquidation	49, High Horsepower	53, Megahorn	55, Superpower									Double-Edge	Belch	Curse	Slam	Fissure	Swagger	Whirlwind	Defense Curl										TM12 - Taunt	TM17 - Protect	TM26 - Earthquake	TM28 - Dig	TM31 - Brick Break	TM37 - Sandstorm	TM39 - Rock Tomb	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM49 - Bulldoze	TM55 - Snarl	HM04 - Strength	HM06 - Rock Smash																									Body Slam	Defense Curl	Double-Edge	Endure	Mega Kick	Rock Slide	Rollout	Sleep Talk	Snore	Swagger														879M	2 Atk	23.0	0.0	175	90	25	50	Medium Fast
Mega Tyrantrum	697	204	Ice	Dragon	92	131	159	59	99	81	621							0	92	131	159	59	99	81	621	Fluffy			Tyrantrite			Tyrantrum (form)	Dragon	Monster	Evo, Rock Slide	1, Head Smash	1, Tail Whip	1, Tackle	6, Roar	10, Stomp	12, Bide	15, Stealth Rock	17, Bite	20, Glare	24, Poison Fang	26, Ancient Power	30, Dragon Tail	34, Crunch	35, Ice Fang	37, Dragon Claw	40, Thrash	44, Earthquake	49, Horn Drill	52, Head Smash	55, Avalanche	60, Dragon Energy			Fossil Exclusive	Play Rough	Ice Fang	Dragon Dance	Thunder Fang	Ice Fang	Poison Fang	Rock Polish	Fire Fang	Curse											TM02 - Dragon Claw	TM06 - Toxic	TM11 - Sunny Day	TM17 - Protect	TM26 - Earthquake	TM28 - Dig	TM31 - Brick Break	TM32 - Double Team	TM37 - Sandstorm	TM39 - Rock Tomb	TM40 - Aerial Ace	TM42 - Facade	TM43 - Poison Fang	TM44 - Rest	TM45 - Attract	TM49 - Bulldoze	TM59 - Dark Pulse	TM60 - Dragon Dance	HM04 - Strength	HM06 - Rock Smash																			Body Slam	Endure	Rock Slide	Sleep Talk	Snore	Swagger																		697M	2 Atk	2.5	270.0	182	45	30	50	Medium Fast
